clause_doc_id,doc_id,path,filename,source_kind,source_label,generation,variant_no,product_alias,sales_period,sales_start_ym,sales_end_ym,is_current,coverage_name,clause_name
coverage_criteria__1세대__03__clause_003,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_003.md,coverage_criteria__1세대__03__clause_003.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,새로운사고 | (면책기간)
coverage_criteria__1세대__03__clause_004,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_004.md,coverage_criteria__1세대__03__clause_004.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,보상비율(기준)
coverage_criteria__1세대__03__clause_005,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_005.md,coverage_criteria__1세대__03__clause_005.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,자기부담금 | (공제금액)
coverage_criteria__1세대__03__clause_006,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_006.md,coverage_criteria__1세대__03__clause_006.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,건보미적용
coverage_criteria__1세대__03__clause_007,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_007.md,coverage_criteria__1세대__03__clause_007.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,병실차액
coverage_criteria__1세대__03__clause_008,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_008.md,coverage_criteria__1세대__03__clause_008.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,자기부담금 | 연간한도
coverage_criteria__1세대__03__clause_009,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_009.md,coverage_criteria__1세대__03__clause_009.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,계속치료 중 | 보험만료시
coverage_criteria__1세대__03__clause_010,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_010.md,coverage_criteria__1세대__03__clause_010.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,기준의료비
coverage_criteria__1세대__03__clause_011,coverage_criteria__1세대__03,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__03__clause_011.md,coverage_criteria__1세대__03__clause_011.md,coverage_criteria,담보별 보상기준,1세대,3,신계약,2003.10~2009.07,200310.0,200907.0,False,일반상해의료비,감면의료비
coverage_criteria__1세대__04__clause_001,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_001.md,coverage_criteria__1세대__04__clause_001.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,가입(보상)한도
coverage_criteria__1세대__04__clause_002,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_002.md,coverage_criteria__1세대__04__clause_002.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,보상기간
coverage_criteria__1세대__04__clause_003,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_003.md,coverage_criteria__1세대__04__clause_003.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,새로운사고 | (면책기간)
coverage_criteria__1세대__04__clause_004,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_004.md,coverage_criteria__1세대__04__clause_004.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,보상비율(기준)
coverage_criteria__1세대__04__clause_005,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_005.md,coverage_criteria__1세대__04__clause_005.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,자기부담금 | (공제금액)
coverage_criteria__1세대__04__clause_006,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_006.md,coverage_criteria__1세대__04__clause_006.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,건보미적용
coverage_criteria__1세대__04__clause_007,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_007.md,coverage_criteria__1세대__04__clause_007.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,병실차액
coverage_criteria__1세대__04__clause_008,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_008.md,coverage_criteria__1세대__04__clause_008.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,자기부담금 | 연간한도
coverage_criteria__1세대__04__clause_009,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_009.md,coverage_criteria__1세대__04__clause_009.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,계속치료 중 | 보험만료시
coverage_criteria__1세대__04__clause_010,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_010.md,coverage_criteria__1세대__04__clause_010.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,기준의료비
coverage_criteria__1세대__04__clause_011,coverage_criteria__1세대__04,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__04__clause_011.md,coverage_criteria__1세대__04__clause_011.md,coverage_criteria,담보별 보상기준,1세대,4,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입원의료비 80%,감면의료비
coverage_criteria__1세대__05__clause_001,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_001.md,coverage_criteria__1세대__05__clause_001.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,가입(보상)한도
coverage_criteria__1세대__05__clause_002,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_002.md,coverage_criteria__1세대__05__clause_002.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,보상기간
coverage_criteria__1세대__05__clause_003,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_003.md,coverage_criteria__1세대__05__clause_003.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,새로운사고 | (면책기간)
coverage_criteria__1세대__05__clause_004,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_004.md,coverage_criteria__1세대__05__clause_004.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,보상비율(기준)
coverage_criteria__1세대__05__clause_005,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_005.md,coverage_criteria__1세대__05__clause_005.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,자기부담금 | (공제금액)
coverage_criteria__1세대__05__clause_006,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_006.md,coverage_criteria__1세대__05__clause_006.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,건보미적용
coverage_criteria__1세대__05__clause_007,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_007.md,coverage_criteria__1세대__05__clause_007.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,병실차액
coverage_criteria__1세대__05__clause_008,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_008.md,coverage_criteria__1세대__05__clause_008.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,자기부담금 | 연간한도
coverage_criteria__1세대__05__clause_009,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_009.md,coverage_criteria__1세대__05__clause_009.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,계속치료 중 | 보험만료시
coverage_criteria__1세대__05__clause_010,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_010.md,coverage_criteria__1세대__05__clause_010.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,기준의료비
coverage_criteria__1세대__05__clause_011,coverage_criteria__1세대__05,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__05__clause_011.md,coverage_criteria__1세대__05__clause_011.md,coverage_criteria,담보별 보상기준,1세대,5,신계약,2003.10~2009.07,200310.0,200907.0,False,질병입/통원,감면의료비
coverage_criteria__1세대__06__clause_001,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_001.md,coverage_criteria__1세대__06__clause_001.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,가입(보상)한도
coverage_criteria__1세대__06__clause_002,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_002.md,coverage_criteria__1세대__06__clause_002.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,보상기간
coverage_criteria__1세대__06__clause_003,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_003.md,coverage_criteria__1세대__06__clause_003.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,새로운사고 | (면책기간)
coverage_criteria__1세대__06__clause_004,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_004.md,coverage_criteria__1세대__06__clause_004.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,보상비율(기준)
coverage_criteria__1세대__06__clause_005,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_005.md,coverage_criteria__1세대__06__clause_005.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,자기부담금 | (공제금액)
coverage_criteria__1세대__06__clause_006,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_006.md,coverage_criteria__1세대__06__clause_006.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,건보미적용
coverage_criteria__1세대__06__clause_007,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_007.md,coverage_criteria__1세대__06__clause_007.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,병실차액
coverage_criteria__1세대__06__clause_008,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_008.md,coverage_criteria__1세대__06__clause_008.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,자기부담금 | 연간한도
coverage_criteria__1세대__06__clause_009,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_009.md,coverage_criteria__1세대__06__clause_009.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,계속치료 중 | 보험만료시
coverage_criteria__1세대__06__clause_010,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_010.md,coverage_criteria__1세대__06__clause_010.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,기준의료비
coverage_criteria__1세대__06__clause_011,coverage_criteria__1세대__06,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__1세대__06__clause_011.md,coverage_criteria__1세대__06__clause_011.md,coverage_criteria,담보별 보상기준,1세대,6,신계약,2003.10~2009.07,200310.0,200907.0,False,상해입/통원,감면의료비
coverage_criteria__2세대__01__clause_001,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_001.md,coverage_criteria__2세대__01__clause_001.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),가입(보상)한도
coverage_criteria__2세대__01__clause_002,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_002.md,coverage_criteria__2세대__01__clause_002.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),보상기간
coverage_criteria__2세대__01__clause_003,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_003.md,coverage_criteria__2세대__01__clause_003.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),새로운사고 | (면책기간)
coverage_criteria__2세대__01__clause_004,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_004.md,coverage_criteria__2세대__01__clause_004.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),보상비율(기준)
coverage_criteria__2세대__01__clause_005,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_005.md,coverage_criteria__2세대__01__clause_005.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),자기부담금 | (공제금액)
coverage_criteria__2세대__01__clause_006,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_006.md,coverage_criteria__2세대__01__clause_006.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),건보미적용
coverage_criteria__2세대__01__clause_007,coverage_criteria__2세대__01,/Users/genie/Downloads/ai_proj/hwgi_ai_assistant/silson_rag/search_clause_docs_md/coverage_criteria__2세대__01__clause_007.md,coverage_criteria__2세대__01__clause_007.md,coverage_criteria,담보별 보상기준,2세대,1,표준화 실손(신신계약),2009.08~2015.08,200908.0,201508.0,False,(선택형)상해∙질병실손의료비 | (입/통원),병실차액
